customerid,loannumber,loanamount,totaldue,termdays,closeddate_days,firstduedate_days,firstrepaiddate_days
8a858fa154e2912f01551033886c784b,4,10000.0,11500.0,15,8,14,8
8a858fab5cd5e1a7015cdc164d57632a,1,10000.0,13000.0,30,30,29,30
8a858fb95b5d059d015b5d19f66e182b,1,10000.0,11500.0,15,13,14,13
8a858e065ccb8bc0015ccbf7b21c1875,1,10000.0,13000.0,30,9,29,9
8a858e2159f3c9030159f4336f1925f4,1,10000.0,11500.0,15,4,16,4
8a858e2159f3c9030159f4336f1925f4,2,10000.0,11500.0,15,9,14,9
8a858e285ba4bf33015ba50277171d93,3,10000.0,11500.0,15,6,14,6
8a858e36590808e3015917a6dae57137,4,10000.0,13000.0,30,31,30,31
8a858e5b5bd99460015be7d577b04e0d,1,10000.0,11500.0,15,9,14,9
8a858e6d58b0cc520158b4bcc7f61ef2,1,10000.0,13000.0,30,29,29,29
8a858e935b496584015b496cdac50369,3,10000.0,11500.0,15,31,14,31
8a858e985885ff6d0158aa2ce6772cff,1,10000.0,13000.0,30,27,29,27
8a858e985885ff6d0158aa2ce6772cff,6,10000.0,13000.0,30,28,29,28
8a858eae5a42129d015a421fa6270603,6,10000.0,11125.0,15,13,14,13
8a858eb85cef9327015cf30509cf2230,1,10000.0,13000.0,30,30,31,30
8a858ec05a9535db015a9b7e03650141,5,20000.0,22250.0,15,12,16,12
8a858ed75732b68101574d1614f23803,5,15000.0,18375.0,30,32,29,32
8a858ed75732b68101574d1614f23803,3,10000.0,11500.0,15,15,14,15
8a858ee1578e399501579186cb2d6283,4,20000.0,23800.0,30,28,29,28
8a858ee1578e399501579186cb2d6283,9,40000.0,48000.0,60,33,30,31
8a858ee65be8d42d015be8ed0ebb0f5f,2,10000.0,13000.0,30,27,29,27
8a858ef358d4a48e0158d50224cb12c5,3,10000.0,13000.0,30,30,30,30
8a858ef358d4a48e0158d50224cb12c5,5,10000.0,12900.0,30,28,29,28
8a858efb54ccb4820154cd9a41672ee0,4,20000.0,23800.0,30,41,31,41
8a858efb54ccb4820154cd9a41672ee0,2,10000.0,13000.0,30,27,29,25
8a858f085a477386015a47dc3a683d93,4,15000.0,18375.0,30,26,30,26
8a858f145b42fac4015b43071e610aab,2,10000.0,11500.0,15,13,15,13
8a858f1a5b66e6d6015b66ebd451051b,2,10000.0,11500.0,15,12,14,12
8a858f2656e154de0156e1c737b11a5d,2,10000.0,13000.0,30,38,31,38
8a858f2b5b870cfe015b870e2543007e,4,20000.0,22250.0,15,13,14,13
8a858f335c8d9723015c8e03c1123a8f,1,10000.0,11500.0,15,16,17,16
8a858f365b2547f3015b2d7c3d736f1a,6,20000.0,23000.0,30,31,31,31
8a858f4156939c3c0156a2957b34644c,1,10000.0,11500.0,15,39,16,39
8a858f4156939c3c0156a2957b34644c,6,30000.0,34400.0,30,30,29,30
8a858f4b55df0f530155ebb514c354cc,1,10000.0,13000.0,30,20,30,20
8a858f4b55df0f530155ebb514c354cc,6,20000.0,22000.0,30,23,29,23
8a858f635a8a972f015a8b9cb9d14bd5,3,10000.0,11500.0,15,13,14,13
8a858f635a8a972f015a8b9cb9d14bd5,4,15000.0,16675.0,15,10,15,10
8a858f7958b0a4a80158b788cb270dda,1,10000.0,13000.0,30,35,29,35
8a858f99560bbe4501561769d7674785,6,20000.0,24500.0,30,27,30,27
8a858f99560bbe4501561769d7674785,3,10000.0,13000.0,30,26,29,26
8a858fa4552add9f0155486adf77224e,10,30000.0,34500.0,30,26,29,26
8a858fa4552add9f0155486adf77224e,2,10000.0,11500.0,15,7,14,7
8a858fa4552add9f0155486adf77224e,3,10000.0,11500.0,15,13,14,13
8a858fbd5cd6054a015ce61d008912a3,1,10000.0,13000.0,30,2,30,2
8a858fc9580b91da0158173d53626619,8,30000.0,34500.0,30,28,31,28
8a858fc9580b91da0158173d53626619,6,20000.0,23800.0,30,31,31,31
8a858fe756939bbb01569a4804eb511b,5,20000.0,22250.0,15,5,14,5
8a858fe756939bbb01569a4804eb511b,7,30000.0,36800.0,60,44,29,30
8a858fe756939bbb01569a4804eb511b,3,20000.0,22250.0,15,15,14,15
8a858ff85bd93919015be5e2ee740cfe,1,10000.0,13000.0,30,49,30,49
8a858e5555780ea001557c358eac1a2c,1,10000.0,13000.0,30,30,31,30
8a858e5555780ea001557c358eac1a2c,5,20000.0,23800.0,30,29,29,29
8a858f565c3acb9d015c4398b36817a8,2,10000.0,13000.0,30,29,29,29
8a8588235375c27f01537601102f108c,1,10000.0,11500.0,15,17,14,16
8a85886e54beabf90154c3f2f2ba3e59,2,10000.0,11500.0,15,17,18,17
8a8588f35451808f015475d4e4432f4f,3,20000.0,21900.0,15,74,14,74
8a85893d53f104eb01540e4ca76369ad,3,10000.0,11500.0,15,14,14,14
8a858fb65b2020b2015b20ce6d4a5e6a,1,10000.0,13000.0,30,32,32,32
8a858fd55b1de2f3015b1e15a76017f5,4,20000.0,24500.0,30,30,29,30
8a858fef570f30e501571f79fbe43bc4,6,15000.0,18200.0,30,28,30,28
8a858fef570f30e501571f79fbe43bc4,3,10000.0,12250.0,30,22,29,22
8a858fef570f30e501571f79fbe43bc4,9,15000.0,16500.0,30,19,29,19
8a85889853f0fbaa0153fb9927346076,4,15000.0,18200.0,30,28,29,28
8a85889853f0fbaa0153fb9927346076,2,10000.0,13000.0,30,31,29,30
8a858e1e54e2aa5a0154e303c246237b,2,10000.0,11500.0,15,17,16,17
8a858f6e5cb16eb9015cb264c7675236,1,10000.0,11500.0,15,0,15,0
8a858fda56562f8f01565f8c6f936c46,3,20000.0,23800.0,30,26,29,26
8a858fda56562f8f01565f8c6f936c46,4,20000.0,23800.0,30,28,29,28
8a390a2150ad97330150aebdd8ef7456,6,30000.0,34400.0,30,28,29,28
8a390a2150ad97330150aebdd8ef7456,2,10000.0,11500.0,15,15,14,15
8a858899538ddb8e01539138c80a2348,2,10000.0,13000.0,30,28,31,28
8a8589045384bd8301539e134b745638,4,10000.0,11450.0,15,15,15,15
8a8589045384bd8301539e134b745638,2,6000.0,6900.0,15,21,14,21
8a85895354a059690154b945ddd2161f,1,10000.0,11500.0,15,18,14,18
8a8589af547ff51b01548585b4fd5a8a,1,10000.0,13000.0,30,29,30,29
8a8589af547ff51b01548585b4fd5a8a,5,30000.0,34500.0,30,9,31,9
8a8589af547ff51b01548585b4fd5a8a,4,20000.0,24500.0,30,25,31,25
8a8589ec542eaa890154302eec276194,8,40000.0,48000.0,60,30,29,30
8a8589ec542eaa890154302eec276194,7,40000.0,47600.0,60,27,29,25
8a858e0458d4ac3d0158deee57f14d0e,1,10000.0,13000.0,30,28,29,28
8a858e0458d4ac3d0158deee57f14d0e,3,10000.0,13000.0,30,21,31,21
8a858e125b1ff78f015b2100ab476269,1,10000.0,11500.0,15,6,14,6
8a858e125b1ff78f015b2100ab476269,4,20000.0,22250.0,15,10,15,10
8a858e2d5bb55d46015bc6fa50f3384f,3,10000.0,13000.0,30,28,29,28
8a858e3e5b1582df015b16f3bded6865,3,10000.0,11500.0,15,11,14,11
8a858e5d5bf3454f015bf674714d1844,1,10000.0,13000.0,30,30,31,30
8a858e6f5668e01701566b0916350fbd,4,20000.0,22250.0,15,14,14,14
8a858e6f5668e01701566b0916350fbd,1,10000.0,11500.0,15,13,14,13
8a858e6f5668e01701566b0916350fbd,12,40000.0,44800.0,30,28,29,28
8a858e6f5668e01701566b0916350fbd,2,10000.0,11500.0,15,14,14,14
8a858e705668e16701568ce4c9c06918,2,10000.0,11500.0,15,14,15,14
8a858e7c588604a40158a75735995afa,7,20000.0,23000.0,30,8,29,8
8a858e7c588604a40158a75735995afa,6,15000.0,18375.0,30,26,29,26
8a858e8d56b784480156d65d90d422cb,4,20000.0,23800.0,30,29,29,29
8a858e8d56b784480156d65d90d422cb,1,10000.0,13000.0,30,35,29,29
8a858e955add2971015ae0db3b3a00cf,3,10000.0,13000.0,30,29,29,29
8a858e9f5b8a8db1015b8a91d6a3058c,3,10000.0,11500.0,15,25,17,25
8a858eb95b8c2f6e015b8cb299b128a0,1,10000.0,11500.0,15,12,14,12
8a858ec9590ad35d01592fc002540aa9,3,10000.0,13000.0,30,29,29,29
8a858ed6557802d20155781a66d80cbc,1,10000.0,11500.0,15,17,17,17
8a858ed6557802d20155781a66d80cbc,16,40000.0,44000.0,30,30,29,30
8a858ed6557802d20155781a66d80cbc,9,30000.0,34400.0,30,30,29,30
8a858ed6557802d20155781a66d80cbc,6,30000.0,32250.0,15,18,17,18
8a858ee755a0c84a0155c428789463bc,6,25000.0,26875.0,15,14,14,13
8a858ee755a0c84a0155c428789463bc,15,40000.0,44000.0,30,28,29,28
8a858ee755a0c84a0155c428789463bc,12,30000.0,34400.0,30,31,29,31
8a858ee755a0c84a0155c428789463bc,10,30000.0,34400.0,30,27,29,27
8a858f035ab947e3015abe0b9724749a,1,10000.0,13000.0,30,31,31,31
8a858f085b905684015b9076e3041e25,2,10000.0,13000.0,30,29,29,29
8a858f1554e29449015500bf86eb0ecd,4,10000.0,13000.0,30,26,31,26
8a858f1959d168260159d213daf93761,3,10000.0,11500.0,15,12,16,12
8a858f1959d168260159d213daf93761,7,30000.0,34500.0,30,26,29,26
8a858fc15b68ba6a015b7765e93d54fa,2,10000.0,13000.0,30,24,31,24
8a858fd85b685607015b75c236d17101,3,10000.0,13000.0,30,30,29,30
8a858fea5b8c314d015b8d032aaf7347,4,15000.0,16687.5,15,7,14,7
8a858ff257048b5001570c67315b660b,3,20000.0,23800.0,30,17,29,17
8a858ff257048b5001570c67315b660b,4,20000.0,21900.0,15,9,14,9
8a858ffc5aa39049015aa5111d27328c,3,10000.0,13000.0,30,8,29,8
8a8589ec542eaa89015443b229544ffe,7,20000.0,23800.0,30,26,29,26
8a8589ec542eaa89015443b229544ffe,6,20000.0,24500.0,30,64,29,64
8a8589ec542eaa89015443b229544ffe,11,40000.0,44800.0,30,24,29,24
8a8589ec542eaa89015443b229544ffe,12,40000.0,44800.0,30,30,30,30
8a858f1b5b9136f7015b9f66e5c5327c,2,10000.0,11500.0,15,14,14,14
8a858fb35a9469ec015a94f9554a5d13,3,10000.0,13000.0,30,29,29,29
8a85886f54517ee001546a2717571d36,5,20000.0,24500.0,30,28,31,28
8a85886f54517ee001546a2717571d36,11,40000.0,44800.0,30,32,32,32
8a85886f54517ee001546a2717571d36,9,30000.0,34400.0,30,30,29,30
8a85886f54517ee001546a2717571d36,8,30000.0,34400.0,30,30,29,30
8a8588f754a058cb0154b922d7fe1ffd,6,30000.0,36800.0,60,27,29,27
8a8588f754a058cb0154b922d7fe1ffd,7,40000.0,47600.0,60,42,29,29
8a85893d53e2e2f30153e587432034bf,1,5000.0,6500.0,30,31,29,31
8a85893d53e2e2f30153e587432034bf,5,15000.0,18200.0,30,29,29,29
8a85897353d85af80153d8a368020159,3,10000.0,11500.0,15,16,15,16
8a85897353d85af80153d8a368020159,9,30000.0,34400.0,30,28,29,28
8a85897353d85af80153d8a368020159,8,30000.0,34400.0,30,27,29,27
8a8589c1545181f3015466b5659a4299,10,50000.0,57500.0,90,33,29,29
8a8589c1545181f3015466b5659a4299,2,10000.0,13000.0,30,28,29,28
8a858e0156b782a10156b96d30cb5b73,1,10000.0,13000.0,30,29,29,29
8a858e0156b782a10156b96d30cb5b73,7,30000.0,36800.0,60,51,29,29
8a858e055ac84a51015ac9a10d857523,2,10000.0,13000.0,30,29,29,29
8a858e155cd052b0015cd2a48d745802,1,10000.0,11500.0,15,11,16,11
8a858e245c214660015c2ad957886351,2,10000.0,11500.0,15,11,14,11
8a858e345a04f20b015a0a8f17e174f4,1,10000.0,11500.0,15,15,14,15
8a858e445cd56553015cd93e66b47d16,1,10000.0,11500.0,15,6,16,6
8a858e4b5a94ae68015a9ed1b2e56376,6,20000.0,24500.0,30,27,29,27
8a858e5b5bd99460015bdc95cd485634,3,10000.0,13000.0,30,32,31,32
8a858e64586254230158665e299575fb,6,20000.0,21900.0,15,2,14,2
8a858e64586254230158665e299575fb,5,20000.0,21900.0,15,13,14,13
8a858e64586254230158665e299575fb,1,10000.0,11500.0,15,5,17,5
8a858e64586254230158665e299575fb,12,40000.0,44000.0,30,30,29,30
8a858e785c8d9167015c9b7982962ea1,2,10000.0,11500.0,15,13,14,13
8a858e8b5a8a77a9015a8d99c3190691,3,10000.0,13000.0,30,34,31,34
8a858e935b496584015b499133091139,1,10000.0,13000.0,30,29,29,29
8a858ec05ba5ca1d015bae063b2f4ee5,1,10000.0,11500.0,15,14,14,14
8a858ed55c5f1965015c623223f50a2c,3,10000.0,13000.0,30,18,30,18
8a858ee55cb156e6015cbc9977ac4911,1,10000.0,11500.0,15,15,14,15
8a858eed5756fb0e015758826c1076d8,1,10000.0,13000.0,30,28,31,28
8a858eed5756fb0e015758826c1076d8,2,10000.0,11500.0,15,13,14,13
8a858efa5b444739015b47adb9a25de1,2,10000.0,13000.0,30,28,30,28
8a858f045bab240c015baf9f84ab6e67,3,10000.0,13000.0,30,28,31,28
8a858f0f5bfd79d2015c08207d265627,2,10000.0,11500.0,15,14,14,14
8a858f1f58716185015877272a5b5d18,8,30000.0,39000.0,60,62,31,28
8a858f1f58716185015877272a5b5d18,1,10000.0,13000.0,30,28,30,28
8a858f30551130db01552563f6780605,8,20000.0,23800.0,30,19,30,19
8a858f30551130db01552563f6780605,4,10000.0,13000.0,30,28,29,28
8a858f30551130db01552563f6780605,9,30000.0,34500.0,30,25,31,25
8a858f465668e3d601566c0daeb24682,8,40000.0,48000.0,60,32,29,15
8a858f465668e3d601566c0daeb24682,3,20000.0,24500.0,30,35,29,35
8a858f495a70f465015a76e95fa42c3d,3,10000.0,13000.0,30,28,32,28
8a858f5f55f9698c0156004d35076ede,10,40000.0,47600.0,60,30,29,29
8a858f5f55f9698c0156004d35076ede,8,30000.0,36800.0,60,30,29,30
8a858f5f55f9698c0156004d35076ede,6,30000.0,34400.0,30,27,31,27
8a858f615b910db3015b9f5182bb5df7,2,10000.0,13000.0,30,21,29,21
8a858f6d5a7fef7d015a81cbcf5133e6,2,10000.0,13000.0,30,28,30,28
8a858f785cea234f015ced8b948d22bb,1,10000.0,13000.0,30,24,29,24
8a858f9d5668e3f1015674c7847e34a0,4,20000.0,23800.0,30,25,29,25
8a858f9d5668e3f1015674c7847e34a0,6,25000.0,28750.0,30,29,29,29
8a858fa459e0a1340159e1f07d045910,3,20000.0,23800.0,30,16,29,16
8a858fa459e0a1340159e1f07d045910,1,10000.0,13000.0,30,29,30,29
8a858fb45bb59c21015bc8d6712368ac,3,10000.0,13000.0,30,28,31,28
8a858fc55b2fde30015b32b1b8a7763c,4,20000.0,24500.0,30,25,30,25
8a858fcd56b9f22c0156d5a3112d0270,1,10000.0,11500.0,15,13,14,13
8a858fda56562f8f015663f921ac0cee,2,10000.0,13000.0,30,29,30,29
8a858fda56562f8f015663f921ac0cee,5,20000.0,23800.0,30,26,29,26
8a858fe45cd62cbf015cd8d4b0473ee5,1,10000.0,11500.0,15,13,15,13
8a858fea5751aefe01575d9c176d4375,1,10000.0,13000.0,30,4,29,4
8a858ff455a09f5a0155bc4ffceb6327,2,10000.0,11500.0,15,8,14,8
8a85886e5410189001541a3d92df3588,9,30000.0,34400.0,30,28,31,28
8a85886e5410189001541a3d92df3588,3,10000.0,11500.0,15,19,14,19
8a85886e5410189001541a3d92df3588,11,40000.0,44000.0,30,27,29,27
8a858e6b5d1885ce015d1888318b0258,1,10000.0,11500.0,15,19,15,19
8a858f6c570f2d660157231c6d3e7037,4,20000.0,23800.0,30,23,29,23
8a858f6c570f2d660157231c6d3e7037,8,30000.0,36800.0,60,55,31,33
8a858f6c570f2d660157231c6d3e7037,1,10000.0,13000.0,30,29,29,29
8a858ff556236fa8015625ba7aca1533,10,20000.0,24500.0,30,26,30,26
8a858ff556236fa8015625ba7aca1533,3,10000.0,13000.0,30,21,31,21
8a858ff556236fa8015625ba7aca1533,4,20000.0,24500.0,30,28,31,28
8a85881053bc33670153cba1f98e6d19,2,10000.0,13000.0,30,26,30,25
8a85888c54a05b820154a7b470875afa,7,30000.0,34500.0,30,28,31,28
8a85888c54a05b820154a7b470875afa,11,40000.0,47600.0,60,41,29,35
8a85888c54a05b820154a7b470875afa,6,30000.0,34500.0,30,30,29,30
8a8588f8541e11db01542a1ef37c7f27,3,10000.0,11500.0,15,21,17,21
8a8588f8541e11db01542a1ef37c7f27,7,15000.0,18375.0,30,39,29,39
8a8589125340c9660153418093970e29,4,10000.0,11500.0,15,22,15,22
8a8589125340c9660153418093970e29,1,10000.0,11500.0,15,12,15,12
8a858966538deb19015395798cfa3ee0,2,10000.0,13000.0,30,28,30,28
8a8589ac53a4303e0153a8be7be02653,2,10000.0,11500.0,15,20,14,19
8a858e0458c1f4620158d00068ba7049,1,10000.0,13000.0,30,29,29,29
8a858e0458c1f4620158d00068ba7049,3,10000.0,13000.0,30,29,29,29
8a858e105c1c09c8015c1fd4eb915326,1,10000.0,13000.0,30,35,30,34
8a858e245b680423015b6b3689d46b4b,1,10000.0,11500.0,15,13,17,13
8a858e245b680423015b6b3689d46b4b,3,10000.0,13000.0,30,4,29,4
8a858e3654e2a8240154eed94fe84954,7,30000.0,34400.0,30,20,29,20
8a858e3654e2a8240154eed94fe84954,8,30000.0,34400.0,30,24,29,24
8a858e3654e2a8240154eed94fe84954,4,20000.0,22250.0,15,5,14,5
8a858e51584a1fc701584f9840341f42,1,10000.0,13000.0,30,33,32,33
8a858e51584a1fc701584f9840341f42,3,10000.0,11500.0,15,16,16,16
8a858e59569397d501569767f9776c1f,3,20000.0,23800.0,30,29,29,29
8a858e635bd8fe1e015bd92b99e21721,4,20000.0,22250.0,15,14,14,14
8a858e69566ae5b801568db4c5892cb6,4,20000.0,23800.0,30,35,29,35
8a85893d53f104eb01540e4ca76369ad,10,30000.0,34400.0,30,29,31,29
8a85893d53f104eb01540e4ca76369ad,5,10000.0,11125.0,15,8,14,8
8a85893d53f104eb01540e4ca76369ad,4,10000.0,11500.0,15,13,14,13
8a85897353d85af80153db21edaa0bf8,7,30000.0,34400.0,30,29,31,29
8a85897353d85af80153db21edaa0bf8,6,30000.0,34400.0,30,17,29,17
8a85897353d85af80153db21edaa0bf8,8,30000.0,34400.0,30,24,30,24
8a8589b953d0be470153d1069c3f14cd,2,10000.0,13000.0,30,42,33,42
8a858e0256b781d80156c65a6ffb2709,4,30000.0,34400.0,30,27,29,27
8a858e0256b781d80156c65a6ffb2709,8,35000.0,39450.0,30,30,31,30
8a858e1a5bce88e5015bced034b62745,2,10000.0,13000.0,30,41,31,41
8a858e255557edfe01557510da606263,7,30000.0,34500.0,30,31,30,31
8a858e255557edfe01557510da606263,3,15000.0,16687.5,15,9,14,9
8a858e255557edfe01557510da606263,12,20000.0,23000.0,30,30,31,30
8a858e355908083001593c3acd320f4b,3,10000.0,13000.0,30,24,30,24
8a858e585693982b01569cc35e894aed,4,20000.0,24500.0,30,29,30,29
8a858e585693982b01569cc35e894aed,6,30000.0,36800.0,60,64,29,34
8a858e69566ae5b801569187d18d5bba,6,30000.0,32250.0,15,23,15,23
8a858e69566ae5b801569187d18d5bba,7,20000.0,21900.0,15,14,14,14
8a858e69566ae5b801569187d18d5bba,8,30000.0,34400.0,30,29,29,29
8a858e6f5cd5e874015cdf871bb30530,1,10000.0,11500.0,15,11,14,11
8a858e8455f96c1c0155f9bcfd1f0939,2,10000.0,13000.0,30,38,29,38
8a858e955631db4401563ca4a4b03287,4,20000.0,21800.0,15,11,14,11
8a858e955631db4401563ca4a4b03287,5,30000.0,34400.0,30,28,29,28
8a858e9d5bfd7037015bfdab79f61305,1,10000.0,11500.0,15,13,16,13
8a858ec05a4c05f2015a4c434c7220ac,1,10000.0,11500.0,15,14,16,14
8a858ec05a4c05f2015a4c434c7220ac,3,10000.0,11500.0,15,8,14,8
8a858ed75732b68101574cf214582d48,1,10000.0,13000.0,30,18,29,18
8a858ee25b34d796015b359426605c33,1,10000.0,13000.0,30,35,29,35
8a858ef255c55fd60155d8d5a18048fb,3,20000.0,24500.0,30,34,31,34
8a858ef255c55fd60155d8d5a18048fb,6,30000.0,36800.0,60,62,32,62
8a858ef255c55fd60155d8d5a18048fb,9,40000.0,48000.0,60,20,29,20
8a858f0056b7cf8e0156d23f675016f3,3,10000.0,13000.0,30,29,32,29
8a858f0056b7cf8e0156d23f675016f3,6,30000.0,34400.0,30,34,30,34
8a858f0656b7820c0156c59a540644cd,9,30000.0,34500.0,30,30,30,30
8a858f0656b7820c0156c59a540644cd,3,20000.0,22250.0,15,14,14,14
8a858f0f5bfd79d2015c0647c85b2c1d,2,10000.0,13000.0,30,32,30,32
8a858f2f54e28d530154ecdd303004fa,2,10000.0,13000.0,30,28,30,28
8a858f385b34d285015b352600354046,2,10000.0,13000.0,30,29,29,29
8a858f415686c0ab015691ea91d45900,6,10000.0,12900.0,30,18,29,18
8a858f415686c0ab015691ea91d45900,4,20000.0,23800.0,30,13,31,13
8a858f54589736f40158a6bcd6ac24fb,1,10000.0,11500.0,15,7,15,7
8a858f54589736f40158a6bcd6ac24fb,5,20000.0,23800.0,30,30,29,30
8a858f5c5ad7d927015adb8b97f96be0,1,10000.0,11500.0,15,12,14,12
8a858f5c5ad7d927015adb8b97f96be0,3,10000.0,11500.0,15,6,14,6
8a858f615623747d015626ec13826718,8,30000.0,32250.0,15,15,14,15
8a858f615623747d015626ec13826718,9,30000.0,34400.0,30,29,29,29
8a858f615623747d015626ec13826718,5,30000.0,32250.0,15,14,14,14
8a858f79588789bd015888469c4b2ee4,3,10000.0,13000.0,30,30,29,29
8a858f79588789bd015888469c4b2ee4,2,10000.0,13000.0,30,30,29,29
8a858f945b006ef8015b0073905c123e,3,10000.0,11500.0,15,13,14,13
8a858f945b006ef8015b0073905c123e,1,10000.0,11500.0,15,13,16,13
8a858f9f5bd99987015be23abcfc07f2,2,10000.0,13000.0,30,28,31,28
8a858fa7590af88501592196d3045e65,3,20000.0,23800.0,30,28,29,28
8a858faf5679a838015689cbfafd249e,5,20000.0,21900.0,15,14,14,14
8a858faf5679a838015689cbfafd249e,4,20000.0,23800.0,30,26,29,26
8a858e69566ae5b801568db4c5892cb6,2,10000.0,13000.0,30,31,30,31
8a858e7e5b159af5015b159ee41e0440,2,10000.0,13000.0,30,28,30,28
8a858e8b5bc9e7e6015bcd7374077f0c,2,10000.0,13000.0,30,32,29,32
8a858ea85d0e7ed2015d11f3b4b713fb,1,10000.0,11500.0,15,3,14,3
8a858eb4588604f7015897011ae05062,4,10000.0,13000.0,30,30,30,30
8a858eb4588604f7015897011ae05062,1,10000.0,13000.0,30,8,32,8
8a858ec555f96a9a0155fdc921c70107,4,10000.0,13000.0,30,26,29,26
8a858ec555f96a9a0155fdc921c70107,1,10000.0,13000.0,30,17,29,17
8a858ee55cb156e6015cbc1bccd03c5d,1,10000.0,11500.0,15,10,14,10
8a858eec5aaf010c015ab23a55167a3a,1,10000.0,13000.0,30,3,29,3
8a858eec5aaf010c015ab23a55167a3a,2,10000.0,13000.0,30,9,29,9
8a858f045bb63525015bbe9dae432d73,1,10000.0,13000.0,30,24,29,24
8a858f095c3b2c30015c3ed334092d6d,3,10000.0,11500.0,15,7,14,7
8a858f0e5a6171ba015a6a0391d80c8c,6,20000.0,24500.0,30,21,29,21
8a858f1b5b9136f7015b9fe054cc67b2,1,10000.0,11500.0,15,16,14,16
8a858f315bf749da015bf75e46bf0cf8,1,10000.0,13000.0,30,19,30,19
8a858f415ba54724015ba8f78f4944a1,1,10000.0,11500.0,15,12,14,12
8a858f605623784501562ba579fb44dd,6,20000.0,23800.0,30,29,29,29
8a858f605623784501562ba579fb44dd,8,30000.0,36800.0,60,26,32,26
8a858f605623784501562ba579fb44dd,10,40000.0,48000.0,60,31,31,31
8a858f6e5a951fc2015a9e1a76993ed7,3,10000.0,13000.0,30,29,29,29
8a858f7d5af8271d015afa911cd028f4,1,10000.0,13000.0,30,21,29,21
8a858f8f5bcde0f4015bcde1dbd7002f,1,10000.0,13000.0,30,27,29,27
8a858fa05908043801590d4b1887715d,3,10000.0,13000.0,30,27,29,27
8a858fa05908043801590d4b1887715d,5,20000.0,23800.0,30,30,29,30
8a858fa4552add9f015548abf546345d,3,10000.0,11500.0,15,12,14,12
8a858fa4552add9f015548abf546345d,4,20000.0,22250.0,15,14,14,14
8a858fbc5cc666c8015cc9d453ef2af3,1,10000.0,11500.0,15,15,15,15
8a858fd15b15df91015b16a9537a3cf4,4,20000.0,24500.0,30,29,29,29
8a858fd65b80c79a015b80f0ca4d18d8,1,10000.0,13000.0,30,28,29,28
8a858fe5569398920156b5c197c9790d,3,20000.0,22250.0,15,9,16,9
8a858fe5569398920156b5c197c9790d,7,30000.0,34400.0,30,28,31,28
8a858fe5569398920156b5c197c9790d,11,40000.0,44000.0,30,24,29,24
8a858ff25c88461c015c88c3646d40ea,1,10000.0,11500.0,30,0,31,0
8a858e6c5c88d145015c9dd6f5d21b4b,1,10000.0,11500.0,15,21,16,21
8a858f2b5bf35819015bf4754ed45734,2,10000.0,11500.0,15,18,16,18
8a858fc159db69c40159df5366b93d96,1,10000.0,11500.0,15,20,14,20
8a76e7d443e6e97c0143ed0a1f4d5331,4,10000.0,13000.0,30,18,29,18
8a85886e541018900154117960df41f4,8,30000.0,34400.0,30,23,29,23
8a85886e541018900154117960df41f4,11,40000.0,44000.0,30,27,31,27
8a85886e541018900154117960df41f4,9,40000.0,44800.0,30,7,29,7
8a8588dd54a3ead30154bad3d2962cce,4,20000.0,22250.0,15,38,14,38
8a8588dd54a3ead30154bad3d2962cce,11,30000.0,34400.0,30,33,32,33
8a8588dd54a3ead30154bad3d2962cce,1,10000.0,11500.0,15,20,14,20
8a85893d542e18bc01542e37365c120a,3,20000.0,23800.0,30,28,29,28
8a85893d542e18bc01542e37365c120a,4,30000.0,36800.0,60,54,29,27
8a85896f5345dcb801534ce82d2d0e99,1,9000.0,11700.0,30,31,29,30
8a85896f5345dcb801534ce82d2d0e99,7,30000.0,36800.0,60,57,29,29
8a8589b953bc23f70153c12434a351b9,4,20000.0,24500.0,30,26,29,26
8a8589b953bc23f70153c12434a351b9,6,20000.0,22250.0,15,13,14,13
8a858e185b4923b4015b537a4383609d,2,10000.0,11500.0,15,8,14,8
8a858e2155defefd0155ead8e6df411a,1,10000.0,13000.0,30,70,31,70
8a858e255557edfe015558db096544c4,4,20000.0,23800.0,30,29,30,29
8a858e395cb1d4d9015cc4deb919484a,1,10000.0,13000.0,30,27,29,27
8a858f405d13c45f015d14c5b53c5668,1,10000.0,13000.0,30,19,31,19
8a858f4e5ba5e8d3015baa225ee45742,1,10000.0,13000.0,30,13,29,13
8a858f545908094b0159148a350904a2,4,20000.0,23800.0,30,27,30,27
8a858f5e5992fa95015994d38cc67941,7,30000.0,34500.0,30,26,30,26
8a858f5e5992fa95015994d38cc67941,5,10000.0,12900.0,30,21,29,21
8a858f61587afbaf01587c8b719c1a6e,6,30000.0,36800.0,60,34,30,34
8a858f61587afbaf01587c8b719c1a6e,10,40000.0,44800.0,30,30,29,30
8a858f61587afbaf01587c8b719c1a6e,5,20000.0,21900.0,15,0,14,0
8a858f685acd5951015acd609d0803c4,3,10000.0,11500.0,15,15,14,15
8a858f725b49c0c0015b4f7c165e4827,6,20000.0,22250.0,15,12,14,12
8a858f915cf8c38b015cf8c63c4800f6,1,10000.0,11500.0,15,13,16,13
8a858f9a564355590156461a0da77401,5,30000.0,34400.0,30,30,29,30
8a858f9a564355590156461a0da77401,3,20000.0,23800.0,30,16,30,16
8a858fa25c120898015c15cdcecb5495,2,10000.0,13000.0,30,27,29,27
8a858fa95b631878015b662ca5b446cf,1,10000.0,11500.0,15,14,14,14
8a858fb05d2d03c8015d2e23db9d1560,1,10000.0,11500.0,15,10,14,10
