customerid,loannumber,approveddate,loanamount,totaldue,termdays,good_bad_flag
8a858e935b496584015b49b68b7a2343,6,2017-07-13 07:43:00,30000.0,34500.0,30,Good
8a858eaf582fd5aa01582ffc7e8b117f,5,2017-07-05 10:31:11,10000.0,12250.0,30,Good
8a858eb75c21a2b9015c300ec2d16eee,3,2017-07-18 08:35:38,10000.0,13000.0,30,Good
8a858ed158f3044d015906884426348c,2,2017-07-07 01:23:42,10000.0,11500.0,15,Good
8a858ed55c63db54015c753ba4d83da3,2,2017-07-06 09:19:05,10000.0,13000.0,30,Good
8a858edb5bd936e4015be7b71da27564,3,2017-07-08 20:53:07,10000.0,13000.0,30,Bad
8a858ee0564adc5001564f944be67238,2,2017-07-11 09:39:40,10000.0,13000.0,30,Good
8a858ee758b4c54a0158b7169a3f41cb,4,2017-07-01 11:01:59,10000.0,13000.0,30,Good
8a858ef255c55fd60155d8d393c94853,15,2017-07-21 19:25:04,30000.0,33000.0,30,Good
8a858f025c10dbcc015c113d455932a1,3,2017-07-14 10:36:42,10000.0,13000.0,30,Good
8a858f065b1fe50a015b1fed920f0c90,4,2017-07-13 10:37:14,20000.0,24500.0,30,Good
8a858f105b433879015b4367a838435d,3,2017-07-26 22:00:36,10000.0,11500.0,15,Good
8a858f1e5cef1d91015ceff83cb8577f,2,2017-07-30 04:13:39,10000.0,13000.0,30,Good
8a858f2c59b684590159b6d6a5242df3,5,2017-07-19 14:10:31,10000.0,12250.0,30,Good
8a858e6c5c88d145015c9817fa35283d,2,2017-07-13 10:42:07,10000.0,13000.0,30,Good
8a858e71570f2c6b01571500eaba110b,2,2017-07-20 12:34:58,10000.0,13000.0,30,Good
8a858e79568ec7de015690a5594b3bea,12,2017-07-25 11:54:59,40000.0,44000.0,30,Good
8a858e875c63d395015c6e39cd9f2273,3,2017-07-26 10:32:02,10000.0,13000.0,30,Good
8a858e8e5bed1968015bed2ff2c80fc2,3,2017-07-01 09:02:44,10000.0,13000.0,30,Bad
8a858e985885ff6d015888f527e12be6,8,2017-07-24 14:03:43,20000.0,24500.0,30,Good
8a858eab5cf9c4c8015cfa60fae235fd,2,2017-07-20 21:16:21,10000.0,11500.0,15,Good
8a858eb95b8c2f6e015b8d569e153fb6,5,2017-07-04 14:51:22,20000.0,24500.0,30,Good
8a858ec45577f83e01557cf8b0ab3bc9,10,2017-07-23 07:28:06,30000.0,39000.0,60,Good
8a858ed35cd57328015cd582fc530a4a,2,2017-07-23 18:14:55,10000.0,13000.0,30,Good
8a858edb5b671760015b67573f222acd,5,2017-07-24 15:27:02,20000.0,24500.0,30,Good
8a858ee055ffbe17015602a7bc1c59f7,12,2017-07-03 08:50:36,40000.0,48000.0,60,Good
8a858ee45a22cbec015a23631b0c46cf,8,2017-07-21 19:24:23,30000.0,34500.0,30,Good
8a858ee75a1db75f015a1df3eb031cf7,5,2017-07-12 10:07:11,10000.0,11500.0,15,Good
8a858efb54ccb4820154cdc92e2239fc,10,2017-07-29 16:33:48,30000.0,39000.0,60,Good
8a858f045bb63525015bbfc1e9654aba,3,2017-07-06 09:06:36,10000.0,11500.0,15,Good
8a858f085bcf44be015bd2e931310a74,5,2017-07-07 16:54:23,20000.0,24500.0,30,Good
8a858f1955b1c4df0155cdbeafe97a3e,2,2017-07-25 21:18:11,10000.0,13000.0,30,Good
8a858f255ca276c5015ca67eb9b05780,2,2017-07-29 10:41:23,10000.0,13000.0,30,Good
8a858f2c59caaf2c0159cb0d4b953714,2,2017-07-12 16:49:41,10000.0,13000.0,30,Good
8a858f305c8dd672015c9ba6b0c50159,2,2017-07-28 06:52:10,10000.0,13000.0,30,Good
8a858f365b2547f3015b25c392084b59,2,2017-07-18 12:43:38,10000.0,11500.0,15,Good
8a858f3d5add42e2015ae1afc0810894,6,2017-07-24 15:08:55,20000.0,24500.0,30,Good
8a858f4f552ae10101552bbe69264046,6,2017-07-26 00:41:09,20000.0,24500.0,30,Good
8a858f585bfd6341015bfed6f96d6046,2,2017-07-28 17:49:38,10000.0,13000.0,30,Bad
8a858f60560bc43d01560d6ed8b068e6,13,2017-07-17 16:34:59,30000.0,34500.0,30,Good
8a858f6a5d1e09b3015d28d2bea41914,2,2017-07-26 20:28:32,10000.0,11500.0,15,Good
8a858f725b49c0c0015b4f1f05784037,8,2017-07-21 08:36:24,30000.0,34500.0,30,Bad
8a858f7a5ca22d3c015ca282b1ac2e08,2,2017-07-25 12:03:11,10000.0,13000.0,30,Good
8a858f8c5ca0e7fe015ca109320612e2,2,2017-07-12 20:08:13,10000.0,13000.0,30,Good
8a858f99560bbe4501561ba1e2496884,12,2017-07-06 18:50:10,40000.0,44000.0,30,Good
8a858fa154e2912f01551033886c784b,5,2017-07-20 08:01:05,10000.0,11500.0,15,Good
8a858fab5cd5e1a7015cdc164d57632a,2,2017-07-30 15:58:06,10000.0,13000.0,30,Good
8a858fb15b34a708015b38878020108b,2,2017-07-11 10:23:23,10000.0,13000.0,30,Good
8a858fb95b5d059d015b5d19f66e182b,5,2017-07-25 17:53:59,10000.0,13000.0,30,Good
8a858fc15b68ba6a015b7765e93d54fa,4,2017-07-18 12:09:04,20000.0,24500.0,30,Good
8a858fd05bfd7d3c015c00f3ab130a8d,3,2017-07-10 14:25:22,10000.0,13000.0,30,Good
8a858fd85b685607015b75c236d17101,4,2017-07-05 06:00:39,20000.0,24500.0,30,Good
8a858fea5b8c314d015b8d032aaf7347,6,2017-07-28 07:56:24,20000.0,24500.0,30,Good
8a858ff257048b5001570c67315b660b,9,2017-07-26 23:41:45,30000.0,34500.0,30,Good
8a858ffc5aa39049015aa5111d27328c,6,2017-07-22 09:19:04,30000.0,34500.0,30,Bad
8a8589ec542eaa89015443b229544ffe,14,2017-07-07 17:43:14,40000.0,44000.0,30,Bad
8a858e2d597cf6250159830fb43c57ac,2,2017-07-20 13:46:55,10000.0,13000.0,30,Bad
8a858e875c63d395015c68fde9f9525a,2,2017-07-05 09:22:24,10000.0,13000.0,30,Bad
8a858f1b5b9136f7015b9f66e5c5327c,4,2017-07-19 13:49:35,30000.0,34500.0,30,Bad
8a858f7e5c69a6e3015c6f838d472fa2,3,2017-07-01 01:58:17,10000.0,11500.0,15,Bad
8a858fb35a9469ec015a94f9554a5d13,4,2017-07-05 09:06:51,10000.0,13000.0,30,Bad
8a858ff9580b881201580bac5a811068,2,2017-07-07 07:14:48,10000.0,11500.0,15,Bad
8a85886f54517ee001546a2717571d36,14,2017-07-25 07:15:37,40000.0,44000.0,30,Good
8a8588f754a058cb0154b922d7fe1ffd,11,2017-07-14 13:44:33,40000.0,48000.0,60,Bad
8a85893d53e2e2f30153e587432034bf,9,2017-07-17 17:41:43,35000.0,38500.0,30,Good
8a85897353d85af80153d8a368020159,11,2017-07-10 18:04:26,40000.0,44000.0,30,Good
8a8589c1545181f3015466b5659a4299,11,2017-07-04 17:16:34,50000.0,57500.0,90,Good
8a858e0156b782a10156b96d30cb5b73,9,2017-07-25 15:17:26,40000.0,48000.0,60,Good
8a858e055ac84a51015ac9a10d857523,4,2017-07-21 06:40:35,10000.0,11125.0,15,Good
8a858e105c1c09c8015c1f8d43752c0a,3,2017-07-01 21:22:56,10000.0,13000.0,30,Good
8a858e155cd052b0015cd2a48d745802,2,2017-07-14 00:52:53,10000.0,11500.0,15,Good
8a858e215ca77c7f015ca8e61b12437c,2,2017-07-05 14:30:08,10000.0,13000.0,30,Good
8a858f3159f585d30159f9b058fc1e2f,6,2017-07-06 08:41:21,20000.0,24500.0,30,Bad
8a858f3a58a6d6720158b1b681871a59,9,2017-07-18 13:07:37,40000.0,48000.0,60,Good
8a858f415686c0ab0156893370741aa5,14,2017-07-20 20:10:47,50000.0,52500.0,30,Good
8a858f4e5d1d97f9015d1da5168f0863,2,2017-07-30 15:41:37,10000.0,11500.0,15,Good
8a858f6055f82d2c0155f8c77b2b072d,8,2017-07-24 23:37:29,30000.0,39000.0,60,Good
8a858f665cf43442015cf4504cd91679,2,2017-07-14 17:38:30,10000.0,11500.0,15,Good
8a858f775d0e8a23015d1213843d3896,2,2017-07-20 10:26:45,10000.0,11500.0,15,Good
8a858f7b5ca7abe3015cab4166a26278,2,2017-07-11 10:34:57,10000.0,13000.0,30,Good
8a858f885adcf4e8015addc0f5b3608c,3,2017-07-03 09:34:34,10000.0,13000.0,30,Good
8a858f8e5c5f46fc015c62dc39102d88,2,2017-07-13 09:03:32,10000.0,13000.0,30,Bad
8a858f935b8753e6015b87cd4412251d,3,2017-07-20 13:18:29,10000.0,11500.0,15,Good
8a858f9c5be882ce015be8911fac0b0f,4,2017-07-07 09:04:39,20000.0,24500.0,30,Good
8a858fa05c82907b015c82d5933a2b8a,2,2017-07-27 13:50:07,10000.0,11500.0,15,Good
8a858fa3552ae112015546dc8ab052c2,7,2017-07-23 09:25:06,40000.0,44000.0,30,Good
8a858fa5552add5d015545f1fbad57f0,12,2017-07-28 16:12:39,40000.0,48000.0,60,Good
8a858fae59ac8f090159ac9a70b80cb8,2,2017-07-30 09:54:54,10000.0,11500.0,15,Good
8a858fb959b74eaa0159ba8cdd0f0142,8,2017-07-11 00:09:35,20000.0,23000.0,30,Good
8a858fc55b00e79e015b055959ee5e97,8,2017-07-11 06:51:52,30000.0,34500.0,30,Good
8a858fce5bed2476015bed31fd290906,4,2017-07-26 21:52:52,20000.0,24500.0,30,Good
8a858fd35b5dfefb015b5f002aa050a3,7,2017-07-12 11:01:58,30000.0,34500.0,30,Good
8a858fe5569398920156b44aab096abc,2,2017-07-18 14:00:49,10000.0,11500.0,15,Good
8a858fea5b8c314d015b8d51dc2d7d31,2,2017-07-29 22:33:20,10000.0,11500.0,15,Good
8a858ff554d9de480154ddfe4f3773fb,12,2017-07-04 00:19:27,40000.0,44000.0,30,Good
8a858fff5c79144c015c7bdbfc086ce1,2,2017-07-06 19:42:39,10000.0,13000.0,30,Good
8a858e105bd92644015be472bab768c3,2,2017-07-03 17:44:15,10000.0,13000.0,30,Bad
8a858e5b5ca767e1015ca9d8f9d750f4,2,2017-07-15 23:25:06,10000.0,13000.0,30,Bad
8a858eb65c3b3074015c44572e8e1e23,3,2017-07-25 19:56:59,10000.0,13000.0,30,Bad
8a858f1f586c8fc801586de4f21d0d16,3,2017-07-24 23:07:06,10000.0,13000.0,30,Bad
8a858f6155f96a03015609643bf3459e,5,2017-07-20 12:10:27,20000.0,24500.0,30,Bad
8a858fbc5cc666c8015cc96627e2022d,2,2017-07-14 09:10:29,10000.0,11500.0,15,Bad
8a858ffa5ad810ff015ad82004960681,2,2017-07-21 07:09:17,10000.0,11500.0,15,Bad
8a85881053bc33670153c5ffe58162b8,3,2017-07-05 21:43:48,10000.0,13000.0,30,Good
8a85888c54be35040154c4d992b40fbe,13,2017-07-19 19:01:19,40000.0,44000.0,30,Good
8a85890253e2f1180153eabcfe945ac3,6,2017-07-05 08:52:37,10000.0,13000.0,30,Bad
8a858953548fb0c001549d3ca0e6369c,10,2017-07-26 16:50:42,40000.0,48000.0,60,Good
8a85897353d85af80153e04f81f05fc4,9,2017-07-11 12:49:51,30000.0,34500.0,30,Good
8a8589ec542eaa890154333363443077,10,2017-07-05 06:05:27,30000.0,39000.0,60,Bad
8a858e0156b782a10156c6613e7c4b5f,7,2017-07-12 21:16:49,30000.0,34500.0,30,Good
8a858e045b495c30015b4bd1bd395aad,4,2017-07-18 14:23:08,20000.0,24500.0,30,Good
8a858e0b5cfa2028015d099b789b229f,2,2017-07-29 16:29:59,10000.0,11500.0,15,Good
8a858e205c21d53a015c326a63a866a2,3,2017-07-23 11:31:31,10000.0,11500.0,15,Good
8a858e245c58e0d6015c594f0b5c278e,3,2017-07-12 15:36:26,10000.0,13000.0,30,Good
8a858e35589c0ac00158b072c1a97520,7,2017-07-13 14:50:57,20000.0,22250.0,15,Good
8a858e495bf8527e015bf937253b50ff,4,2017-07-27 09:55:28,20000.0,24500.0,30,Good
8a858e5856b7840c0156c26bdcbc4567,11,2017-07-28 12:43:41,20000.0,23000.0,30,Good
8a858e6656322b0f01564d0f26735252,9,2017-07-25 04:12:46,30000.0,34500.0,30,Good
8a858e6c5c88d145015c9e3b482226ac,2,2017-07-11 21:26:01,10000.0,13000.0,30,Good
8a858e705668e167015669d13a392b04,14,2017-07-13 09:21:52,40000.0,44000.0,30,Good
8a858e775c362114015c3f2c2ab26946,2,2017-07-11 14:00:22,10000.0,13000.0,30,Good
8a858e8c5d37e319015d3bac80e24f51,2,2017-07-28 16:53:36,10000.0,13000.0,30,Good
8a858e905ce98e8d015ce9cfdf3f2053,2,2017-07-21 16:48:56,10000.0,11500.0,15,Good
8a858e945bfdb9e7015c040d93016282,3,2017-07-12 11:33:30,10000.0,13000.0,30,Good
8a858ea75b1fd476015b21f082c92965,5,2017-07-17 08:58:36,20000.0,24500.0,30,Good
8a858eb75c21a2b9015c34ec66d87d38,3,2017-07-18 15:38:07,20000.0,24000.0,30,Good
8a858ebd590802ef01590e00992f511e,2,2017-07-28 06:43:32,10000.0,11500.0,15,Good
8a858ec55ca7919d015ca821f41f2ce1,2,2017-07-09 23:14:04,10000.0,13000.0,30,Good
8a858ed4584472cf0158498a96c2476c,10,2017-07-06 05:12:24,40000.0,44000.0,30,Good
8a858e245c214660015c2ad957886351,4,2017-07-09 20:47:45,20000.0,24500.0,30,Good
8a858e345a04f20b015a0a8f17e174f4,8,2017-07-10 14:40:17,20000.0,24500.0,30,Good
8a858e445cd56553015cd93e66b47d16,2,2017-07-28 17:58:22,10000.0,13000.0,30,Bad
8a858e4b5a94ae68015a9ed1b2e56376,8,2017-07-28 11:12:35,30000.0,34500.0,30,Good
8a858e5b5bd99460015bdc95cd485634,4,2017-07-13 15:40:27,10000.0,13000.0,30,Good
8a858e625c8d993a015c91c4ee862bc9,2,2017-07-30 14:24:02,10000.0,13000.0,30,Good
8a858e64586254230158665e299575fb,14,2017-07-20 05:44:03,40000.0,44000.0,30,Good
8a858e6a5bfd4b54015c0297d9ee75fb,3,2017-07-20 18:10:30,10000.0,13000.0,30,Bad
8a858e6f5cd5e874015ce0e5d4c235ba,2,2017-07-21 16:24:25,10000.0,13000.0,30,Good
8a858e785c8d9167015c9b7982962ea1,3,2017-07-11 16:25:44,10000.0,11500.0,15,Good
8a858e865bd4175e015bd85ed8ed6940,3,2017-07-04 12:49:34,10000.0,13000.0,30,Good
8a858e8b5a8a77a9015a8d99c3190691,5,2017-07-20 13:52:54,20000.0,22250.0,15,Good
8a858e935b496584015b499133091139,3,2017-07-28 01:32:45,10000.0,13000.0,30,Good
8a858e985ccb51e8015ccebfae800d52,2,2017-07-22 20:35:53,10000.0,13000.0,30,Good
8a858eab5cf9c4c8015d034b5561731d,2,2017-07-19 17:13:12,10000.0,13000.0,30,Good
8a858ec05ba5ca1d015bae063b2f4ee5,2,2017-07-28 13:55:07,10000.0,13000.0,30,Good
8a858ecc5a60be73015a60c1abbe0296,4,2017-07-05 07:36:04,10000.0,13000.0,30,Bad
8a858ed55c5f1965015c623223f50a2c,4,2017-07-18 07:36:16,10000.0,13000.0,30,Bad
8a858eda552adcc201555d90a72d7a22,2,2017-07-23 22:59:58,10000.0,13000.0,30,Good
8a858ee55cb156e6015cbc9977ac4911,2,2017-07-14 08:53:35,10000.0,11500.0,15,Good
8a858eed5756fb0e015758826c1076d8,10,2017-07-20 05:27:03,40000.0,48000.0,60,Good
8a858efa5b444739015b47adb9a25de1,6,2017-07-05 11:19:52,10000.0,11500.0,15,Good
8a858f045bab240c015baf9f84ab6e67,4,2017-07-28 17:14:23,20000.0,24500.0,30,Good
8a858f0f5bfd79d2015c08207d265627,4,2017-07-01 13:16:07,20000.0,24500.0,30,Good
8a858f17597cf41201597d304e420226,3,2017-07-28 18:08:05,10000.0,11500.0,15,Good
8a858f1f58716185015877272a5b5d18,9,2017-07-06 11:53:05,20000.0,22000.0,30,Good
8a858f295c8d307f015c9897ad450f86,2,2017-07-06 09:43:00,10000.0,13000.0,30,Good
8a858f30551130db01552563f6780605,11,2017-07-02 13:22:55,30000.0,34500.0,30,Good
8a858f465668e3d601566c0daeb24682,9,2017-07-06 05:42:12,40000.0,48000.0,60,Good
8a858f495a70f465015a76e95fa42c3d,5,2017-07-20 10:10:19,20000.0,24500.0,30,Good
8a858f505cf46e04015cf46f85330131,2,2017-07-14 16:48:18,10000.0,11500.0,15,Good
8a858f585cf9d48b015d033bfc6e1de3,2,2017-07-17 13:59:16,10000.0,11500.0,15,Good
8a858f5f55f9698c0156004d35076ede,13,2017-07-13 16:20:27,50000.0,55000.0,60,Bad
8a858f615b910db3015b9f5182bb5df7,5,2017-07-29 14:20:05,20000.0,22250.0,15,Good
8a858f6d5a7fef7d015a81cbcf5133e6,5,2017-07-06 12:31:39,10000.0,13000.0,30,Good
8a858f785cea234f015ced8b948d22bb,2,2017-07-28 13:11:58,10000.0,13000.0,30,Good
8a858f7e5c213ef4015c258219290f35,2,2017-07-06 22:42:31,10000.0,11500.0,15,Good
8a858f965c6950da015c7afb7d9f426b,2,2017-07-16 18:30:56,10000.0,13000.0,30,Bad
8a858f9d5668e3f1015674c7847e34a0,8,2017-07-12 13:15:17,30000.0,39000.0,60,Good
8a858fa257d8223c0157e7e6ce253dd8,3,2017-07-24 17:05:34,10000.0,13000.0,30,Good
8a858fa459e0a1340159e1f07d045910,8,2017-07-26 07:34:26,30000.0,34500.0,30,Good
8a858fab5cd5e1a7015cd624bb8b1f08,2,2017-07-24 10:28:36,10000.0,13000.0,30,Good
8a858fb45bb59c21015bc8d6712368ac,4,2017-07-28 09:24:18,20000.0,24500.0,30,Good
8a858fbd5cd6054a015ce63fd2ae1580,2,2017-07-25 19:58:16,10000.0,13000.0,30,Good
8a858fc55b2fde30015b32b1b8a7763c,5,2017-07-05 11:36:02,20000.0,24500.0,30,Good
8a858fcd56b9f22c0156d5a3112d0270,2,2017-07-19 07:21:15,10000.0,11500.0,15,Good
8a858fd55c45ba15015c468cb4463013,2,2017-07-24 16:46:15,10000.0,11500.0,15,Good
8a858fda56562f8f015663f921ac0cee,11,2017-07-11 08:28:29,40000.0,44000.0,30,Good
8a858fe45cd62cbf015cd8d4b0473ee5,2,2017-07-08 14:41:49,10000.0,11500.0,15,Bad
8a858fea5751aefe01575d9c176d4375,5,2017-07-29 13:28:23,20000.0,24500.0,30,Good
8a858ff455a09f5a0155bc4ffceb6327,6,2017-07-21 14:13:18,20000.0,24500.0,30,Good
8a85886e5410189001541a3d92df3588,12,2017-07-12 11:54:02,40000.0,44000.0,30,Bad
8a858e245b680423015b7533a0a14d64,4,2017-07-10 19:48:18,15000.0,18375.0,30,Bad
8a858e6b5d1885ce015d1888318b0258,2,2017-07-28 05:48:27,10000.0,11500.0,15,Bad
8a858eb85c1be44c015c1c8e37dc38ae,2,2017-07-29 08:54:39,10000.0,11500.0,15,Bad
8a858f055d0e3d8c015d0e7e0b242cf2,2,2017-07-30 15:01:00,10000.0,13000.0,30,Bad
8a858f345c1075d5015c10d553c82ba2,2,2017-07-05 21:13:23,10000.0,11500.0,15,Bad
8a858edc554f009d01555ef4a344093f,7,2017-07-26 21:34:04,40000.0,48000.0,60,Good
8a858ee0560bc077015622853dd2708e,10,2017-07-12 11:25:23,10000.0,13000.0,30,Good
8a858ee55cb156e6015cb66be8d56d5f,2,2017-07-25 15:03:31,10000.0,13000.0,30,Good
8a858ee85aa98890015aaabaf01461b8,9,2017-07-12 11:20:34,30000.0,34500.0,30,Good
8a858ef25cd0c652015cd2107ef43653,2,2017-07-24 23:44:27,10000.0,13000.0,30,Good
8a858ef85a613c85015a6645c8f248dc,4,2017-07-12 15:40:18,10000.0,11125.0,15,Good
8a858f0056b7cf8e0156dc169f9a3b31,6,2017-07-24 19:49:19,10000.0,13000.0,30,Good
8a858f0656b7820c0156b7907a9204fc,12,2017-07-04 13:15:30,40000.0,44000.0,30,Good
8a858f0d5a859ac0015a88c53e791cad,8,2017-07-11 18:23:40,30000.0,34500.0,30,Good
8a858f155b38a417015b38be6a8826ce,5,2017-07-18 15:16:53,20000.0,24500.0,30,Good
8a858f205ccfd9d3015cd04514bd39c1,2,2017-07-24 20:12:33,10000.0,11500.0,15,Good
8a858f295c8d307f015c98cd79df18f9,2,2017-07-12 10:54:32,10000.0,13000.0,30,Good
8a858f2c59c89d5a0159ca42dc8c1a40,5,2017-07-04 18:49:20,10000.0,12250.0,30,Good
8a858f315ccb979d015ccfdb46730c21,2,2017-07-07 22:37:41,10000.0,13000.0,30,Good
8a858f3455a0d8070155a10f5ce91063,4,2017-07-27 13:29:26,10000.0,11500.0,15,Good
8a858f3e589c40610158aeb00ff65aaf,11,2017-07-28 05:24:57,40000.0,44000.0,30,Good
8a858f495a70f465015a77105b502f88,3,2017-07-05 17:35:10,10000.0,11500.0,15,Bad
8a858f555d0e96d1015d125689135609,2,2017-07-19 10:19:25,10000.0,13000.0,30,Good
8a858f585cf9d48b015d07dbb8c03999,2,2017-07-18 05:42:14,10000.0,13000.0,30,Good
8a858f6055f96ad20156058de05c0cfc,9,2017-07-25 22:39:33,25000.0,28750.0,30,Good
8a858f6e5cb16eb9015cb17cd36f0711,2,2017-07-24 09:05:08,10000.0,13000.0,30,Good
8a858f74584a54aa015854d6e7027ac1,8,2017-07-18 07:15:26,10000.0,13000.0,30,Good
8a858f7e5c69a6e3015c74334d791005,2,2017-07-19 21:10:13,10000.0,11500.0,15,Good
8a858f8e5c5f46fc015c6242c82b7c0b,2,2017-07-04 18:03:05,10000.0,13000.0,30,Good
8a858f975c4582c4015c4c882e054c96,4,2017-07-17 19:19:01,20000.0,24500.0,30,Good
8a858f9f5679951a01567a5b90644817,3,2017-07-08 12:06:02,10000.0,13000.0,30,Good
8a858fa257d8223c0157dd6713ec7d05,9,2017-07-01 14:42:00,30000.0,34500.0,30,Good
8a858faa56dffac60156e220912a0f6d,9,2017-07-20 22:52:33,10000.0,11500.0,15,Good
8a858fb85b81c658015b81c8079a01b6,4,2017-07-07 08:58:34,20000.0,22250.0,15,Bad
8a858fbd59e06eb70159e0cd82c232fc,7,2017-07-05 06:57:55,30000.0,39000.0,60,Good
8a858fc65cf978f4015cf97cee3a02ce,2,2017-07-21 11:41:46,10000.0,11500.0,15,Good
8a858fd05bfd7d3c015c0c8b72ce4682,4,2017-07-18 14:49:13,10000.0,11125.0,15,Good
8a858fdb5b8094e2015b80ac5cd70f9f,4,2017-07-07 19:15:16,20000.0,24500.0,30,Good
8a858fec5c169ff0015c16c6e3b61925,2,2017-07-22 09:34:44,10000.0,11500.0,15,Good
8a858ff556236fa8015626551cd23d08,10,2017-07-08 18:29:23,40000.0,48000.0,60,Good
8a858fff57becca70157c9a4c75303d3,8,2017-07-05 19:20:34,30000.0,34500.0,30,Good
8a858e245b680423015b6d059cd13978,7,2017-07-17 19:36:56,20000.0,21500.0,15,Bad
8a858ecc5a94fab9015aa06814d84c2d,7,2017-07-19 02:01:22,30000.0,39000.0,60,Bad
8a858f095b86f177015b870bcd871302,2,2017-07-13 11:44:18,10000.0,13000.0,30,Bad
8a858f315ccb979d015ccf4c25dd439c,2,2017-07-20 18:43:39,10000.0,13000.0,30,Bad
8a858faf5679a838015692f7a8f831d7,10,2017-07-18 18:26:13,40000.0,48000.0,60,Bad
8a85881053bc33670153c65bdb937097,10,2017-07-20 14:49:51,10000.0,10500.0,15,Good
8a85884e548fad6501549a9435d71e85,3,2017-07-18 10:48:03,20000.0,24500.0,30,Good
8a8588dc536a1413015375acd19d4154,3,2017-07-06 18:32:18,10000.0,13000.0,30,Bad
8a85891e53ad0e6b0153b02de6592330,6,2017-07-04 11:19:36,10000.0,13000.0,30,Good
8a8589595384a8530153a32a2e9f584d,5,2017-07-17 12:49:17,20000.0,24500.0,30,Bad
8a8589b953bc23f70153c19cb08a6c49,10,2017-07-10 12:49:50,30000.0,36000.0,60,Good
8a858e0156b782a10156c72b56162057,4,2017-07-29 17:58:58,20000.0,24500.0,30,Good
8a858e0f5c45466f015c518a7d2e5bbe,2,2017-07-03 01:53:39,10000.0,13000.0,30,Good
8a858e185b4923b4015b4cd7cae6255f,5,2017-07-28 23:26:40,20000.0,24500.0,30,Good
8a858e225c404292015c4a9957024ee5,2,2017-07-27 14:34:37,10000.0,13000.0,30,Good
8a858e345be813ea015be9d95ff314df,3,2017-07-19 23:17:18,10000.0,13000.0,30,Good
8a858e44573d4b37015750d2bd534777,8,2017-07-13 20:38:23,30000.0,34500.0,30,Good
8a858e525cac859d015cacebddac2d5c,2,2017-07-26 17:22:26,10000.0,13000.0,30,Good
8a858e585beda464015bf183f05c64ff,2,2017-07-13 13:30:18,10000.0,13000.0,30,Good
8a858e685adba68e015adc083601467b,7,2017-07-06 13:43:22,30000.0,34500.0,30,Good
8a858e6c5c88d145015c89430ef61a5d,2,2017-07-08 09:48:48,10000.0,12500.0,30,Good
8a858f6c570f2d660157231c6d3e7037,10,2017-07-17 01:17:28,35000.0,42000.0,60,Bad
8a858fd75bc96a6f015bca93597064b2,3,2017-07-03 15:41:55,10000.0,11500.0,15,Bad
8a858ff556236fa8015625ba7aca1533,11,2017-07-05 16:36:21,30000.0,39000.0,60,Bad
8a85881053bc33670153cba1f98e6d19,7,2017-07-03 22:07:42,30000.0,39000.0,60,Good
8a85888c54a05b820154a7b470875afa,13,2017-07-03 13:11:49,40000.0,44000.0,30,Good
8a8588f8541e11db01542a1ef37c7f27,9,2017-07-15 12:20:39,10000.0,11500.0,15,Good
8a8589125340c9660153418093970e29,10,2017-07-17 21:41:49,20000.0,24500.0,30,Bad
8a858966538deb19015395798cfa3ee0,4,2017-07-05 16:59:58,10000.0,13000.0,30,Bad
8a8589ac53a4303e0153a8be7be02653,3,2017-07-03 11:41:14,20000.0,22250.0,15,Good
8a858e005b4830ef015b4833bcc6027e,4,2017-07-25 14:09:31,20000.0,24500.0,30,Good
8a858e0458c1f4620158d00068ba7049,8,2017-07-06 12:00:58,30000.0,34500.0,30,Good
8a858e0b5d1d8104015d1dcb82a0210c,2,2017-07-28 08:48:18,10000.0,11500.0,15,Good
8a858e105c1c09c8015c1fd4eb915326,3,2017-07-26 18:44:48,10000.0,12500.0,30,Bad
8a858e185b4923b4015b4c4dd82a073b,3,2017-07-17 14:32:45,10000.0,11500.0,15,Good
8a858e245b680423015b6b3689d46b4b,6,2017-07-26 06:46:04,20000.0,24500.0,30,Good
8a858e2d5bc95851015bc98eb8fc1575,4,2017-07-04 10:13:35,10000.0,13000.0,30,Bad
8a858e3654e2a8240154eed94fe84954,10,2017-07-17 07:51:31,30000.0,34500.0,30,Good
8a858e405c7d6d65015c7da263c017a1,2,2017-07-05 10:55:23,10000.0,13000.0,30,Good
8a858e495bf8527e015bf879fcbd1ba0,2,2017-07-28 10:38:02,10000.0,13000.0,30,Good
8a858e51584a1fc701584f9840341f42,7,2017-07-10 09:26:41,20000.0,24500.0,30,Good
8a858e59569397d501569767f9776c1f,6,2017-07-18 17:19:52,20000.0,24500.0,30,Good
8a858e635bd8fe1e015bd92b99e21721,5,2017-07-04 06:59:24,20000.0,22250.0,15,Bad
8a858e69566ae5b801568db4c5892cb6,9,2017-07-13 09:32:52,20000.0,24500.0,30,Good
8a858e6c5c88d145015c9e2125702448,2,2017-07-18 05:45:05,10000.0,11500.0,15,Good
8a858e6f5cd5e874015ce6601edf7c48,2,2017-07-15 10:04:29,10000.0,13000.0,30,Bad
8a858e7e5b159af5015b159ee41e0440,5,2017-07-26 08:50:41,10000.0,13000.0,30,Bad
8a858e8b5bc9e7e6015bcd7374077f0c,3,2017-07-03 11:14:34,10000.0,13000.0,30,Good
8a858e945bfdb9e7015c0fab19aa6d1c,3,2017-07-20 19:29:50,10000.0,11500.0,15,Bad
8a858ea85d0e7ed2015d11f3b4b713fb,2,2017-07-10 20:10:49,10000.0,11500.0,15,Bad
